t,y,a,b,c,d
0.926,0.08553296427385121,0.0,0.0,0.0,0.0
0.927,0.015511788738175563,0.0,0.0,0.0,0.0
0.928,0.027348678933393565,0.0,0.0,0.0,0.0
0.929,0.008124818589813053,0.0,0.0,0.0,0.0
0.93,0.005180719176579614,0.0,0.0,0.0,0.0
0.931,0.034451164708973275,0.0,0.0,0.0,0.0
0.932,-0.0296169887523468,0.0,0.0,0.0,0.0
0.933,0.025038252372256965,0.0,0.0,0.0,0.0
0.934,0.024017469056571962,0.0,0.0,0.0,0.0
0.935,-0.0022770660537510673,0.0,0.0,0.0,0.0
0.936,0.003636114120292147,0.0,0.0,0.0,0.0
0.937,0.0641419667597992,0.0,0.0,0.0,0.0
0.9380000000000001,-0.01719613303644867,0.0,0.0,0.0,0.0
0.9390000000000001,0.022793959013601497,0.0,0.0,0.0,0.0
0.9400000000000001,0.0286477346810664,0.0,0.0,0.0,0.0
0.9410000000000001,-0.0038697108653001546,0.0,0.0,0.0,0.0
0.9420000000000001,-0.020085367999932293,0.0,0.0,0.0,0.0
0.9430000000000001,-0.016710751212958987,0.0,0.0,0.0,0.0
0.9440000000000001,0.021469836865671478,0.0,0.0,0.0,0.0
0.9450000000000001,-0.012468976063247714,0.0,0.0,0.0,0.0
0.9460000000000001,-0.04531837351943519,0.0,0.0,0.0,0.0
0.9470000000000001,-0.01983044098109081,0.0,0.0,0.0,0.0
0.9480000000000001,0.02794445179302945,0.0,0.0,0.0,0.0
0.9490000000000001,0.04229634214856419,0.0,0.0,0.0,0.0
0.9500000000000001,0.014653152918369904,0.0,0.0,0.0,0.0
0.9510000000000001,0.007952619310827122,0.0,0.0,0.0,0.0
0.9520000000000001,0.04997070723742102,0.0,0.0,0.0,0.0
0.9530000000000001,-0.006206407034159065,0.0,0.0,0.0,0.0
0.9540000000000001,0.015810142098959576,0.0,0.0,0.0,0.0
0.9550000000000001,0.03576364926347174,0.0,0.0,0.0,0.0
0.9560000000000001,-0.005488461321178155,0.0,0.0,0.0,0.0
0.9570000000000001,-0.05554421805210869,0.0,0.0,0.0,0.0
0.9580000000000001,0.035451198591486786,0.0,0.0,0.0,0.0
0.9590000000000001,-0.01788325587026371,0.0,0.0,0.0,0.0
0.96,-0.02751644642335982,0.0,0.0,0.0,0.0
0.961,0.013168567837973797,0.0,0.0,0.0,0.0
0.962,-0.028929852254672355,0.0,0.0,0.0,0.0
0.963,-0.02127273990249421,0.0,0.0,0.0,0.0
0.964,-0.027770158259092445,0.0,0.0,0.0,0.0
0.965,-0.00768266719957097,0.0,0.0,0.0,0.0
0.966,0.0541809675807902,0.0,0.0,0.0,0.0
0.967,-0.0047114160537881766,0.0,0.0,0.0,0.0
0.968,0.05062223325797887,0.0,0.0,0.0,0.0
0.969,0.04759585902074112,0.0,0.0,0.0,0.0
0.97,0.007413430647912777,0.0,0.0,0.0,0.0
0.971,0.01740734954458823,0.0,0.0,0.0,0.0
0.972,0.023418812743309477,0.0,0.0,0.0,0.0
0.973,0.01989421662170517,0.0,0.0,0.0,0.0
0.974,0.0070580203914004935,0.0,0.0,0.0,0.0
0.975,0.06039771613256935,0.0,0.0,0.0,0.0
0.976,0.004399369827181335,0.0,0.0,0.0,0.0
0.977,0.0167601298967179,0.0,0.0,0.0,0.0
0.978,-0.017534444302465924,0.0,0.0,0.0,0.0
0.979,-0.010534050590544785,0.0,0.0,0.0,0.0
0.98,0.003965389351219971,0.0,0.0,0.0,0.0
0.981,0.030252233599054892,0.0,0.0,0.0,0.0
0.982,0.027342858783513703,0.0,0.0,0.0,0.0
0.983,0.025587283986748546,0.0,0.0,0.0,0.0
0.984,-0.055531627323700594,0.0,0.0,0.0,0.0
0.985,-0.02455930884681789,0.0,0.0,0.0,0.0
0.986,0.005992900251056621,0.0,0.0,0.0,0.0
0.987,-0.029400088750117452,0.0,0.0,0.0,0.0
0.988,-0.031023202365000706,0.0,0.0,0.0,0.0
0.989,0.02613612122242495,0.0,0.0,0.0,0.0
0.99,0.04068090288972293,0.0,0.0,0.0,0.0
0.991,0.05140943869584712,0.0,0.0,0.0,0.0
0.992,-0.0011961202267138649,0.0,0.0,0.0,0.0
0.993,-0.06522164512487887,0.0,0.0,0.0,0.0
0.994,0.008739762483131441,0.0,0.0,0.0,0.0
0.995,0.013718144777671677,0.0,0.0,0.0,0.0
0.996,-0.0019656570399400365,0.0,0.0,0.0,0.0
0.997,0.016717375036347487,0.0,0.0,0.0,0.0
0.998,0.017479002820172403,0.0,0.0,0.0,0.0
0.999,0.02694334971755783,0.0,0.0,0.0,0.0
